"","customer_id","inventory_id","film_id"
"268",322,3501,767
"269",200,207,46
"270",92,2388,521
"271",71,971,216
"272",193,1590,349
"273",311,656,142
"274",133,1718,374
"275",58,1221,271
"276",45,1409,308
"277",214,182,40
"278",384,661,143
"279",167,1896,413
"280",582,1208,269
"281",282,4486,980
"282",242,3530,772
"283",359,350,77
"284",162,2486,545
"285",371,314,70
"286",17,3631,792
"287",82,3546,775
"288",81,2449,534
"289",429,2776,609
"290",577,485,109
"291",515,4264,927
"292",158,1828,397
"293",369,2751,603
"294",65,4030,878
"295",468,3878,848
"296",48,1594,349
"297",460,1083,241
"298",448,4376,956
"299",47,249,56
"300",274,3448,756
"301",387,2921,641
"302",596,1111,246
"303",534,1701,370
"304",464,2665,585
"305",547,2781,610
"306",375,1097,244
"307",277,187,42
"308",251,1946,424
"309",409,593,129
"310",201,2830,621
"311",143,2008,437
"312",594,4156,902
"313",203,2851,625
"314",238,2847,624
"315",249,3828,838
"316",391,26,6
"317",60,2559,561
"318",77,3024,664
"319",2,1090,243
"320",496,4556,994
"321",144,2362,514
"322",292,3364,738
"323",449,2510,551
"324",432,3979,867
"325",105,2678,588
"326",451,2524,554
"327",231,2659,583
"328",248,1536,336
"329",67,1872,408
"330",299,1529,334
"331",412,4001,871
"332",194,3973,865
"333",16,1411,309
"334",275,1811,393
"335",19,751,164
"336",165,2596,570
"337",516,2410,526
"338",209,946,210
"339",56,4168,906
"340",539,4019,875
"341",455,3301,727
"342",236,2327,505
"343",144,1396,305
"344",14,4319,941
"345",378,1625,355
"346",473,1825,396
"347",36,2920,641
"348",9,2756,604
"349",118,3371,739
"350",157,4369,953
"351",503,3989,869
"352",452,2058,447
"353",446,141,28
"354",382,2868,628
"355",198,4417,966
"356",102,1925,418
"357",152,1156,255
"358",594,3489,764
"359",587,6,1
"360",147,2324,504
"361",345,4282,932
"362",430,833,182
"363",167,2887,634
"364",134,360,79
"365",439,3437,753
"366",361,1247,275
"367",508,944,209
"368",22,3347,735
"369",295,1235,273
"370",510,4089,891
"371",464,1649,360
"372",337,4420,966
"373",306,1815,394
"374",542,3197,702
"375",170,3012,661
"376",53,2242,484
"377",584,3462,759
"378",176,1777,385
"379",371,2748,603
"380",183,4358,949
"381",298,955,213
"382",371,910,202
"383",213,1565,344
"384",109,1288,285
"385",506,2684,589
"386",28,434,96
"387",500,691,151
"388",48,3759,823
"389",197,2193,474
"390",359,263,58
"391",251,145,30
"392",274,1890,412
"393",575,752,164
"394",112,1020,228
"395",544,4193,912
"396",422,1686,367
"397",204,553,120
"398",249,258,57
"399",46,2179,471
"400",354,461,101
"401",424,3983,868
"402",168,1293,285
"403",272,4090,891
"404",381,2136,462
"405",44,1077,240
"406",84,1438,314
"407",220,3652,797
"408",506,4010,873
"409",388,1434,314
"410",375,1400,307
"411",307,3516,770
"412",219,1019,228
"413",304,3698,809
"414",222,2371,517
"415",475,2253,487
"416",151,3063,673
"417",77,2514,552
"418",93,619,135
"419",246,2985,654
"420",150,1152,254
"421",284,1783,387
"422",35,2815,618
"423",182,1518,331
"424",522,1103,245
"425",288,1677,366
"426",161,3349,735
"427",498,129,25
"428",190,1920,417
"429",334,4507,984
"430",46,1119,248
"431",574,4364,951
"432",246,3360,738
"433",3,3328,732
"434",267,4317,941
"435",525,1800,391
"436",249,4260,926
"437",319,354,78
"438",314,4452,973
"439",54,1578,346
"440",403,1457,319
"441",547,2021,439
"442",239,723,158
"443",293,1757,382
"444",401,1955,426
"445",133,3890,850
"446",247,2671,586
"447",172,2469,540
"448",247,1343,296
"449",87,205,45
"450",127,2993,656
"451",529,4425,967
"452",575,3499,767
"453",343,3344,735
"454",92,1699,370
"455",300,2368,516
"456",565,3350,736
"457",468,597,130
"458",240,4238,921
"459",447,2077,450
"460",364,2314,502
"461",21,826,181
"462",193,1313,290
"463",261,20,4
"464",442,1786,388
"465",557,339,75
"466",101,2656,583
"467",154,4463,975
"468",504,1613,352
"469",209,2872,629
"470",528,1338,295
"471",105,802,174
"472",274,1474,322
"473",159,2520,554
"474",543,2451,535
"475",161,2437,531
"476",557,424,93
"477",231,2060,447
"478",220,2108,457
"479",445,72,15
"480",546,4178,908
"481",32,1510,330
"482",491,3115,684
"483",105,2392,522
"484",398,1822,396
"485",569,3774,826
"486",168,393,86
"487",476,1940,422
"488",95,3524,771
"489",196,1326,293
"490",228,1999,435
"491",501,184,40
"492",64,1850,403
"493",526,1007,226
"494",56,1785,388
"495",20,2636,578
"496",287,458,101
"497",199,2381,519
"498",145,4500,982
"499",162,601,131
"500",179,3131,688
"501",288,3005,659
"502",170,2086,452
"503",111,71,15
"504",469,667,145
"505",421,3621,790
"506",434,4179,910
"507",147,3416,748
"508",113,4338,945
"509",296,3827,838
"510",231,2176,470
"511",489,225,50
"512",597,1697,369
"513",110,3369,739
"514",400,4357,949
"515",403,234,52
"516",480,4087,891
"517",245,3564,778
"518",161,3845,842
"519",374,2397,524
"520",382,3195,702
"521",138,1905,415
"522",223,1962,428
"523",14,1817,395
"524",408,1387,304
"525",169,266,59
"526",359,1655,361
"527",469,2624,575
"528",312,3332,733
"529",589,1113,247
"530",120,2793,613
"531",528,4306,938
"532",184,992,220
"533",307,4209,915
"534",514,2962,649
"535",315,3095,680
"536",110,2262,489
"537",161,3427,751
"538",119,3321,730
"539",535,1662,363
"540",261,4444,971
"541",493,530,116
"542",311,2964,650
"543",54,1086,242
"544",20,487,109
"545",506,2065,448
"546",450,3704,810
"547",159,1818,395
"548",432,3632,793
"549",315,3119,686
"550",106,23,5
"551",176,1349,298
"552",376,1951,425
"553",55,4397,961
"554",22,1814,394
"555",444,158,34
"556",442,4163,905
"557",572,1227,272
"558",463,644,140
"559",77,928,206
"560",102,3390,744
"561",324,53,11
"562",282,2973,651
"563",288,1494,327
"564",253,4330,944
"565",184,3308,728
"566",155,2232,483
"567",56,4534,989
"568",21,1122,249
"569",516,4250,924
"570",337,1899,414
"571",1,4020,875
"572",76,3883,849
"573",142,4451,973
"574",588,1866,407
"575",6,375,83
"576",173,2938,645
"577",181,3481,763
"578",17,3515,770
"579",186,1380,303
"580",198,4579,1000
"581",386,2679,588
"582",69,1833,398
"583",490,3544,775
"584",77,898,200
"585",64,1413,309
"586",89,95,19
"587",308,4231,920
"588",462,473,104
"589",19,377,83
"590",244,638,139
"591",16,1810,393
"592",538,2766,608
"593",294,595,130
"594",589,821,179
"595",249,4469,976
"596",159,599,130
"597",393,4136,898
"598",332,1567,344
"599",429,3225,708
"600",590,1300,287
"601",537,3248,715
"602",426,1585,348
"603",501,4232,920
"604",299,3509,768
"605",554,2561,561
"606",494,4254,925
"607",150,2944,646
"608",500,3642,795
"609",580,1230,273
"610",161,2180,471
"611",595,270,60
"612",307,280,63
"613",533,3397,745
"614",471,989,220
"615",372,4142,900
"616",248,4445,972
"617",407,2482,544
"618",321,2444,533
"619",239,1144,253
"620",109,2363,514
"621",495,1222,271
"622",569,3660,800
"623",596,2889,634
"624",584,452,100
"625",241,425,93
"626",173,2513,552
"627",94,1527,334
"628",417,1254,277
"629",503,2465,539
"630",442,1287,284
"631",360,58,11
"632",428,2630,577
"633",42,1648,360
"634",239,4213,916
"635",250,1581,347
"636",372,2685,589
"637",198,4204,914
"638",465,495,110
"639",396,3548,776
"640",157,140,28
"641",240,3105,682
"642",316,4304,938
"643",505,3128,687
"644",185,1922,417
"645",569,3435,753
"646",253,3476,762
"647",197,1781,387
"648",281,4384,958
"649",266,739,162
"650",43,1201,267
"651",327,126,25
"652",23,2312,502
"653",287,331,73
"654",437,2846,624
"655",65,848,186
"656",103,3226,708
"657",207,1382,303
"658",578,1414,309
"659",51,2247,486
"660",166,2968,650
"661",176,3997,870
"662",523,87,18
"663",415,1012,227
"664",437,3075,676
"665",596,797,174
"666",484,3528,772
"667",313,3677,804
"668",201,227,51
"669",14,1027,230
"670",306,697,152
"671",468,1769,383
"672",87,1150,254
"673",338,1273,282
"674",490,2329,506
"675",194,4558,995
"676",269,3741,818
"677",526,907,201
"678",482,4147,901
"679",531,3346,735
"680",148,3160,694
"681",197,2038,443
"682",461,3242,711
"683",172,1385,304
"684",411,2441,532
"685",250,1731,377
"686",162,4135,898
"687",571,742,162
"688",85,2646,580
"689",433,4034,879
"690",18,800,174
"691",190,635,138
"692",399,592,129
"693",528,4276,930
"694",19,2076,450
"695",387,3949,861
"696",109,1412,309
"697",246,130,26
"698",117,500,111
"699",112,372,82
"700",475,2556,560
"701",269,1123,249
"702",330,2628,576
"703",257,2809,616
"704",60,2278,493
"705",252,819,179
"706",127,3133,688
"707",479,2459,537
"708",518,194,43
"709",215,4581,1000
"710",313,4191,912
"711",507,3664,800
"712",452,2010,437
"713",545,2030,442
"714",36,85,17
"715",412,1383,303
"716",498,1736,378
"717",245,267,59
"718",480,3687,806
"719",44,1116,247
"720",259,4540,991
"721",309,3407,747
"722",416,3770,825
"723",245,4088,891
"724",452,933,206
"725",484,1629,356
"726",551,242,55
"727",323,1688,368
"728",197,3473,761
"729",5,4124,896
"730",447,2530,555
"731",363,2951,647
"732",538,3084,678
"733",454,3421,749
"734",276,3689,807
"735",589,769,167
"736",256,2284,494
"737",84,1183,263
"738",89,600,131
"739",495,3189,700
"740",483,273,61
"741",548,2528,555
"742",420,3722,814
"743",152,581,127
"744",130,4272,930
"745",291,1993,434
"746",7,2803,615
"747",375,1146,253
"748",269,730,159
"749",53,2711,595
"750",126,1720,375
"751",135,1021,228
"752",281,734,160
"753",576,3090,679
"754",201,3152,692
"755",435,1067,238
"756",563,1191,265
"757",179,2367,515
"758",77,3250,715
"759",58,2342,509
"760",146,3683,805
"761",50,2022,439
"762",149,1069,239
"763",69,515,114
"764",383,2154,465
"765",67,687,150
"766",566,2895,636
"767",575,1523,333
"768",405,2491,546
"769",476,353,78
"770",556,3319,730
"771",563,245,55
"772",575,1188,265
"773",124,1197,266
"774",113,4339,945
"775",360,451,100
"776",535,1816,395
"777",105,533,117
"778",300,1919,417
"779",313,88,18
"780",596,2255,488
"781",53,3046,668
"782",352,2936,645
"783",72,39,8
"784",439,2637,578
"785",27,3919,855
"786",562,763,166
"787",553,708,154
"788",593,2858,626
"789",284,1554,341
"790",261,2841,623
"791",528,379,84
"792",50,1995,434
"793",551,609,132
"794",26,2697,592
"795",244,1446,317
"796",134,1102,245
"797",429,1713,374
"798",472,441,97
"799",402,1642,358
"800",350,785,172
"801",32,1602,350
"802",171,3909,853
"803",232,3132,688
"804",435,2386,521
"805",235,2195,474
"806",104,1928,418
"807",222,2114,458
"808",346,2533,556
"809",401,4419,966
"810",225,1099,244
"811",344,4554,994
"812",134,1572,345
"813",14,3757,822
"814",474,630,137
"815",554,186,42
"816",321,4106,893
"817",511,623,135
"818",22,2584,567
"819",348,3380,741
"820",480,2634,578
"821",441,3249,715
"822",357,3518,771
"823",371,712,155
"824",207,2263,489
"825",573,62,12
"826",217,2468,540
"827",371,1684,367
"828",3,3464,759
"829",509,3912,854
"830",159,1381,303
"831",417,2898,637
"832",84,3628,791
"833",381,299,67
"834",368,3140,690
"835",172,977,218
"836",504,2859,626
"837",337,1886,411
"838",79,4049,881
"839",387,4318,941
"840",238,2328,505
"841",313,2214,479
"842",429,536,117
"843",72,2001,436
"844",49,938,208
"845",380,4387,958
"846",436,1363,300
"847",449,2424,529
"848",517,2390,521
"849",530,2780,610
"850",549,1622,354
"851",122,3693,807
"852",369,921,204
"853",406,2527,555
"854",53,3969,865
"855",204,2569,563
"856",358,1258,279
"857",79,3032,665
"858",276,578,126
"859",502,3711,812
"860",328,1186,264
"861",379,3999,871
"862",544,2777,609
"863",154,3183,698
"864",8,2867,628
"865",99,3389,744
"866",28,3604,788
"867",296,3399,745
"868",391,2903,638
"869",303,4573,999
"870",548,3904,852
"871",375,4568,998
"872",52,363,79
"873",326,1428,313
"874",339,1471,322
"875",9,886,196
"876",323,4265,928
"877",482,4021,875
"878",460,1819,395
"879",242,602,131
"880",477,3841,841
"881",399,2271,491
"882",17,4079,889
"883",62,646,140
"884",393,4356,949
"885",16,2727,598
"886",128,387,86
"887",114,1299,286
"888",349,1464,320
"889",391,2611,572
"890",274,471,103
"891",502,3260,717
"892",400,1118,247
"893",192,2744,602
"894",207,2817,619
"895",432,1334,294
"896",384,3497,766
"897",156,1096,244
"898",586,3543,775
"899",259,760,166
"900",561,1514,331
"901",197,2423,529
"902",44,2466,539
"903",50,4372,953
"904",549,1862,406
"905",506,3320,730
"906",85,4427,968
"907",486,3775,827
"908",374,2601,571
"909",366,1404,307
"910",390,3200,703
"911",369,3213,706
"912",596,1393,305
"913",115,1859,406
"914",6,1290,285
"915",385,3629,792
"916",197,818,178
"917",374,4052,882
"918",584,3860,845
"919",508,1827,397
"920",550,2442,533
"921",37,1884,410
"922",293,3279,723
"923",137,3203,704
"924",76,4327,942
"925",167,1158,255
"926",79,246,55
"927",536,4296,936
"928",141,2835,621
"929",421,3384,743
"930",198,719,158
"931",66,3672,804
"932",60,3595,786
"933",256,2421,528
"934",469,901,200
"935",304,1054,234
"936",46,1521,331
"937",367,1314,290
"938",534,1278,283
"939",562,3630,792
"940",473,4279,931
"941",57,3737,817
"942",131,151,31
"943",357,1441,315
"944",486,1264,280
"945",62,4478,979
"946",245,585,127
"947",368,2202,476
"948",83,491,109
"949",59,1395,305
"950",311,4389,958
"951",210,2194,474
"952",297,1231,273
"953",301,4140,899
"954",296,647,140
"955",440,4428,968
"956",186,548,119
"957",535,3108,683
"958",445,1966,429
"959",588,3293,725
"960",520,4535,989
"961",225,1921,417
"962",287,657,142
"963",502,3363,738
"964",496,1294,285
"965",330,1954,426
"966",576,119,23
"967",551,443,98
"968",307,1520,331
"969",561,2911,639
"970",411,2,1
"971",473,1914,416
"972",596,2617,574
"973",7,3109,683
"974",581,2290,496
"975",394,2029,442
"976",154,407,90
"977",279,3917,855
"978",273,4169,906
"979",326,2913,640
"980",524,3560,778
"981",115,63,12
"982",262,2305,501
"983",564,1573,345
"984",253,4045,880
"985",11,390,86
"986",12,1364,301
"987",83,4388,958
"988",311,4171,907
"989",593,2863,627
"990",123,3572,782
"991",513,2080,451
"992",472,2798,614
"993",150,17,4
"994",331,2075,450
"995",216,4243,922
"996",389,3395,745
"997",413,4433,969
"998",332,1774,385
"999",64,1498,328
"1000",397,709,155
"1001",161,133,26
"1002",565,1588,348
"1003",551,4006,872
"1004",222,3461,759
"1005",24,3185,698
"1006",599,914,203
"1007",485,2523,554
"1008",49,4038,879
"1009",164,118,23
"1010",291,688,150
"1011",384,4522,987
"1012",280,766,167
"1013",526,3702,810
"1014",204,3423,750
"1015",16,1242,274
"1016",594,1930,418
"1017",279,3975,866
"1018",138,3402,746
"1019",541,2724,597
"1020",239,842,184
"1021",227,2483,544
"1022",457,2310,502
"1023",93,1618,353
"1024",107,632,137
"1025",55,2718,596
"1026",51,4479,979
"1027",50,2082,451
"1028",267,3948,861
"1029",416,917,204
"1030",236,2937,645
"1031",25,14,3
"1032",293,4117,895
"1033",362,949,211
"1034",438,2164,467
"1035",569,810,176
"1036",385,1253,277
"1037",124,2479,543
"1038",270,2546,559
"1039",272,4432,969
"1040",506,3155,693
"1041",412,2322,504
"1042",70,2574,563
"1043",594,3470,760
"1044",179,468,103
"1045",72,1366,301
"1046",55,2811,617
"1047",312,3913,854
"1048",303,726,159
"1049",246,1025,229
"1050",156,2157,466
"1051",196,3734,816
"1052",126,1575,346
"1053",108,1639,358
"1054",519,1591,349
"1055",124,497,111
"1056",116,40,8
"1057",241,3041,667
"1058",570,2676,587
"1059",109,965,215
"1060",176,2223,481
"1061",7,2484,545
"1062",460,2373,518
"1063",316,3379,741
"1064",541,2383,520
"1065",32,2345,510
"1066",443,150,31
"1067",251,3057,672
"1068",228,3170,696
"1069",174,469,103
"1070",272,2557,560
"1071",146,522,115
"1072",503,2508,551
"1073",9,2279,493
"1074",214,2551,559
"1075",24,1986,433
"1076",230,3682,805
"1077",312,268,59
"1078",215,3491,764
"1079",404,4524,987
"1080",239,4510,985
"1081",556,2393,522
"1082",12,4577,1000
"1083",5,301,68
"1084",549,2909,639
"1085",169,431,95
"1086",356,3988,869
"1087",367,3784,828
"1088",23,3329,732
"1089",251,3853,843
"1090",278,4412,964
"1091",214,2189,473
"1092",547,3810,834
"1093",252,4546,992
"1094",271,1066,237
"1095",491,2285,494
"1096",425,1050,234
"1097",269,924,205
"1098",497,316,71
"1099",260,1174,260
"1100",115,2052,445
"1101",353,3154,693
"1102",466,1619,353
"1103",26,1708,373
"1104",109,4185,911
"1105",53,3449,756
"1106",254,2562,561
"1107",481,2031,442
"1108",355,2085,452
"1109",300,1137,252
"1110",214,2453,535
"1111",451,2078,450
"1112",117,2287,496
"1113",109,2140,463
"1114",256,1356,299
"1115",189,4125,897
"1116",510,213,48
"1117",469,4401,962
"1118",361,2897,637
"1119",74,1691,369
"1120",180,1392,305
"1121",448,142,29
"1122",134,4560,995
"1123",234,1172,260
"1124",431,2765,608
"1125",387,2412,526
"1126",311,1496,327
"1127",486,386,85
"1128",124,3186,698
"1129",128,2654,582
"1130",198,1763,382
"1131",73,4271,929
"1132",191,143,29
"1133",122,3118,685
"1134",50,3963,864
"1135",351,3259,717
"1136",438,3944,859
"1137",562,666,145
"1138",10,3731,816
"1139",217,4128,897
"1140",5,3998,870
"1141",209,2632,577
"1142",207,2450,535
"1143",284,1133,251
"1144",250,3134,689
"1145",259,622,135
"1146",235,3307,728
"1147",326,352,78
"1148",136,1632,356
"1149",581,1281,284
"1150",191,210,47
"1151",506,2725,598
"1152",59,2732,599
"1153",251,2048,445
"1154",106,460,101
"1155",61,1449,317
"1156",416,1632,356
"1157",516,4395,961
"1158",239,2795,614
"1159",285,1690,369
"1160",310,987,220
"1161",592,4209,915
"1162",49,3691,807
"1163",264,2855,625
"1164",46,2508,551
"1165",323,4021,875
"1166",481,4368,952
"1167",139,1062,236
"1168",595,2444,533
"1169",284,4082,890
"1170",306,2685,589
"1171",191,1050,234
"1172",95,2653,581
"1173",197,3255,716
"1174",512,2715,596
"1175",210,1897,413
"1176",279,2553,559
"1177",119,816,177
"1178",432,3119,686
"1179",546,2973,651
"1180",196,1061,236
"1181",329,706,154
"1182",295,473,104
"1183",1,2785,611
"1184",368,1556,341
"1185",334,1108,245
"1186",173,246,55
"1187",244,142,29
"1188",370,2572,563
"1189",291,2221,480
"1190",186,4134,898
"1191",561,4504,983
"1192",402,3774,826
"1193",84,2272,491
"1194",52,994,222
"1195",349,3812,835
"1196",491,1138,252
"1197",238,253,57
"1198",516,3329,732
"1199",209,2679,588
"1200",451,2821,619
"1201",452,2223,481
"1202",249,2450,535
"1203",340,470,103
"1204",264,1097,244
"1205",430,2277,492
"1206",376,750,164
"1207",146,1494,327
"1208",345,7,1
"1209",122,3360,738
"1210",371,3611,789
"1211",94,3191,700
"1212",46,4482,979
"1213",102,242,55
"1214",100,3973,865
"1215",203,600,131
"1216",371,239,54
"1217",330,3005,659
"1218",290,1621,354
"1219",403,2124,460
"1220",168,2799,614
"1221",50,1299,286
"1222",369,1572,345
"1223",434,1929,418
"1224",409,2290,496
"1225",428,654,142
"1226",398,4473,977
"1227",468,2140,463
"1228",447,2324,504
"1229",302,3003,658
"1230",391,2743,602
"1231",550,4214,916
"1232",529,709,155
"1233",255,1000,223
"1234",66,3182,698
"1235",49,3249,715
"1236",205,3534,773
"1237",444,3731,816
"1238",28,3841,841
"1239",62,4377,956
"1240",141,821,179
"1241",107,2629,576
"1242",515,1026,229
"1243",234,1314,290
"1244",357,431,95
"1245",287,4049,881
"1246",544,3878,848
"1247",403,2120,460
"1248",38,4360,951
"1249",442,3307,728
"1250",89,1147,253
"1251",498,3242,711
"1252",571,3986,869
"1253",526,1433,313
"1254",470,1437,314
"1255",267,1938,421
"1256",320,4530,989
"1257",570,4460,974
"1258",586,330,73
"1259",95,2447,534
"1260",236,4495,981
"1261",540,4144,900
"1262",439,4176,908
"1263",163,982,219
"1264",96,2230,482
"1265",509,4246,923
"1266",142,3641,795
"1267",59,108,22
"1268",395,62,12
"1269",560,379,84
"1270",135,3128,687
"1271",530,361,79
"1272",430,2765,608
"1273",214,950,212
"1274",388,1508,330
"1275",464,76,15
"1276",191,4471,976
"1277",183,698,153
"1278",266,2597,570
"1279",511,2963,649
"1280",539,186,42
"1281",470,3177,697
"1282",463,1387,304
"1283",254,1054,234
"1284",179,774,169
"1285",104,4204,914
"1286",456,830,181
"1287",522,3154,693
"1288",540,1921,417
"1289",176,3090,679
"1290",178,4535,989
"1291",127,2882,632
"1292",327,339,75
"1293",449,2897,637
"1294",200,1760,382
"1295",4,1075,239
"1296",334,4163,905
"1297",91,1584,347
"1298",186,2524,554
"1299",33,1484,324
"1300",285,324,72
"1301",365,2001,436
"1302",242,1304,288
"1303",8,187,42
"1304",524,2132,461
"1305",507,368,81
"1306",236,220,49
"1307",200,2356,512
"1308",27,2045,444
"1309",326,3114,683
"1310",313,3608,789
"1311",448,1657,361
"1312",538,1359,300
"1313",405,3844,842
"1314",138,3891,850
"1315",316,3696,809
"1316",341,2760,606
"1317",190,4296,936
"1318",84,4484,979
"1319",204,3516,770
"1320",217,2076,450
"1321",187,3273,721
"1322",394,764,167
"1323",193,52,10
"1324",548,59,11
"1325",539,403,89
"1326",295,3665,800
"1327",359,1154,255
"1328",587,1219,270
"1329",277,3089,679
"1330",116,1412,309
"1331",310,448,99
"1332",269,1242,274
"1333",64,1713,374
"1334",290,1696,369
"1335",465,4014,873
"1336",25,1206,268
"1337",162,424,93
"1338",100,251,56
"1339",344,3363,738
"1340",427,4429,968
"1341",416,2393,522
"1342",585,1625,355
"1343",270,1041,232
"1344",585,4540,991
"1345",190,374,83
"1346",196,2078,450
"1347",267,1131,251
"1348",316,4261,927
"1349",484,2364,514
"1350",276,4352,948
"1351",480,2711,595
"1352",83,1294,285
"1353",499,4203,914
"1354",212,1318,291
"1355",205,2285,494
"1356",442,2025,440
"1357",353,3140,690
"1358",14,4107,893
"1359",115,4338,945
"1360",98,4524,987
"1361",197,771,168
"1362",400,115,23
"1363",25,3813,835
"1364",576,4238,921
"1365",94,1505,329
"1366",222,2020,439
"1367",221,679,149
"1368",396,644,140
"1369",491,760,166
"1370",108,3740,818
"1371",51,284,64
"1372",120,3353,736
"1373",500,3555,777
"1374",215,4271,929
"1375",245,3410,747
"1376",253,4372,953
"1377",212,810,176
"1378",158,3376,741
"1379",300,3262,718
"1380",455,3133,688
"1381",379,1281,284
"1382",242,4242,922
"1383",396,4073,888
"1384",322,1296,286
"1385",278,515,114
"1386",500,3987,869
"1387",472,965,215
